element,decimal_approx,inverse_in_sample,sample_classification,theoretical_unit_within_bound,notes
61/16,3.81250000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
61/32,1.90625000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
63/16,3.93750000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
63/32,1.96875000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
65/16,4.06250000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
65/32,2.03125000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
67/16,4.18750000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
67/32,2.09375000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
69/16,4.31250000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
69/32,2.15625000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
71/16,4.43750000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
71/32,2.21875000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
73/16,4.56250000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
73/32,2.28125000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
75/16,4.68750000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
75/32,2.34375000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
77/16,4.81250000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
77/32,2.40625000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
79/16,4.93750000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
79/32,2.46875000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
81/16,5.06250000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
81/32,2.53125000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
83/16,5.18750000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
83/32,2.59375000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
85/16,5.31250000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
85/32,2.65625000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
87/16,5.43750000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
87/32,2.71875000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
89/16,5.56250000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
89/32,2.78125000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
91/16,5.68750000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
91/32,2.84375000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
93/16,5.81250000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
93/32,2.90625000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
95/32,2.96875000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
97/32,3.03125000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
99/32,3.09375000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
101/32,3.15625000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
103/32,3.21875000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
105/32,3.28125000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
107/32,3.34375000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
109/32,3.40625000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
111/32,3.46875000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
113/32,3.53125000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
115/32,3.59375000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
117/32,3.65625000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
119/32,3.71875000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
121/32,3.78125000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
123/32,3.84375000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
125/32,3.90625000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
127/32,3.96875000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
129/32,4.03125000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
131/32,4.09375000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
133/32,4.15625000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
135/32,4.21875000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
137/32,4.28125000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
139/32,4.34375000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
141/32,4.40625000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
143/32,4.46875000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
145/32,4.53125000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
147/32,4.59375000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
149/32,4.65625000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
151/32,4.71875000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
153/32,4.78125000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
155/32,4.84375000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
157/32,4.90625000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
159/32,4.96875000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
161/32,5.03125000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
163/32,5.09375000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
165/32,5.15625000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
167/32,5.21875000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
169/32,5.28125000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
171/32,5.34375000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
173/32,5.40625000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
175/32,5.46875000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
177/32,5.53125000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
179/32,5.59375000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
181/32,5.65625000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
183/32,5.71875000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
185/32,5.78125000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
187/32,5.84375000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
189/32,5.90625000,,nonunit_in_sample,no,This is a bounded computational sample. It does not prove the full unit group or any infinite mathematical property.
