class_id,representative,class_size,elements,units_used,theoretical_case,notes
52,103/32,1,103/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
53,105/32,1,105/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
54,107/32,1,107/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
55,109/32,1,109/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
56,111/32,1,111/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
57,113/32,1,113/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
58,115/32,1,115/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
59,117/32,1,117/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
60,119/32,1,119/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
61,121/32,1,121/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
62,123/32,1,123/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
63,125/32,1,125/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
64,127/32,1,127/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
65,129/32,1,129/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
66,131/32,1,131/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
67,133/32,1,133/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
68,135/32,1,135/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
69,137/32,1,137/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
70,139/32,1,139/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
71,141/32,1,141/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
72,143/32,1,143/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
73,145/32,1,145/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
74,147/32,1,147/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
75,149/32,1,149/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
76,151/32,1,151/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
77,153/32,1,153/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
78,155/32,1,155/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
79,157/32,1,157/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
80,159/32,1,159/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
81,161/32,1,161/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
82,163/32,1,163/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
83,165/32,1,165/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
84,167/32,1,167/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
85,169/32,1,169/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
86,171/32,1,171/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
87,173/32,1,173/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
88,175/32,1,175/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
89,177/32,1,177/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
90,179/32,1,179/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
91,181/32,1,181/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
92,183/32,1,183/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
93,185/32,1,185/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
94,187/32,1,187/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
95,189/32,1,189/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
