class_id,representative,class_size,elements,units_used,theoretical_case,notes
24,16/81,1,16/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
25,17/3,1,17/3,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
26,17/9,1,17/9,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
27,19/3,1,19/3,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
28,19/9,1,19/9,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
29,20/9,1,20/9,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
30,20/27,1,20/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
31,22/9,1,22/9,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
32,23/9,1,23/9,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
33,25/9,1,25/9,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
34,26/9,1,26/9,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
35,26/27,1,26/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
36,28/9,1,28/9,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
37,28/27,1,28/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
38,29/9,1,29/9,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
39,31/9,1,31/9,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
40,32/9,1,32/9,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
41,32/27,1,32/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
42,32/81,1,32/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
43,32/243,1,32/243,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
44,34/9,1,34/9,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
45,34/27,1,34/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
46,35/9,1,35/9,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
47,35/27,1,35/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
48,37/9,1,37/9,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
49,38/9,1,38/9,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
50,38/27,1,38/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
51,40/9,1,40/9,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
52,40/27,1,40/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
53,40/81,1,40/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
54,41/9,1,41/9,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
55,43/9,1,43/9,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
56,43/27,1,43/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
57,44/9,1,44/9,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
58,44/27,1,44/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
59,46/9,1,46/9,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
60,46/27,1,46/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
61,47/9,1,47/9,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
62,47/27,1,47/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
63,49/9,1,49/9,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
64,50/9,1,50/9,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
65,50/27,1,50/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
66,52/9,1,52/9,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
67,52/27,1,52/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
68,52/81,1,52/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
69,53/9,1,53/9,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
70,53/27,1,53/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
71,55/9,1,55/9,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
72,55/27,1,55/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
73,56/9,1,56/9,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
74,56/27,1,56/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
75,56/81,1,56/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
76,58/27,1,58/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
77,59/9,1,59/9,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
78,59/27,1,59/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
79,61/9,1,61/9,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
80,61/27,1,61/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
81,62/27,1,62/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
82,64/27,1,64/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
83,64/81,1,64/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
84,64/243,1,64/243,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
85,65/9,1,65/9,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
86,65/27,1,65/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
87,67/27,1,67/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
88,68/27,1,68/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
89,68/81,1,68/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
90,70/27,1,70/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
91,70/81,1,70/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
92,71/27,1,71/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
93,73/27,1,73/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
94,74/27,1,74/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
95,76/27,1,76/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
96,76/81,1,76/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
97,77/27,1,77/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
98,79/27,1,79/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
99,80/27,1,80/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
100,80/81,1,80/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
101,80/243,1,80/243,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
102,82/27,1,82/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
103,83/27,1,83/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
104,85/27,1,85/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
105,86/27,1,86/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
106,86/81,1,86/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
107,88/27,1,88/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
108,88/81,1,88/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
109,89/27,1,89/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
110,91/27,1,91/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
111,92/27,1,92/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
112,92/81,1,92/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
113,94/27,1,94/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
114,94/81,1,94/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
115,95/27,1,95/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
116,97/27,1,97/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
117,97/81,1,97/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
118,98/27,1,98/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
119,100/27,1,100/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
120,100/81,1,100/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
121,101/27,1,101/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
122,103/27,1,103/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
123,104/27,1,104/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
124,104/81,1,104/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
125,104/243,1,104/243,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
126,106/27,1,106/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
127,106/81,1,106/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
128,107/27,1,107/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
129,109/27,1,109/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
130,110/27,1,110/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
131,110/81,1,110/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
132,112/27,1,112/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
133,112/81,1,112/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
134,112/243,1,112/243,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
135,113/27,1,113/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
136,113/81,1,113/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
137,115/27,1,115/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
138,116/27,1,116/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
139,116/81,1,116/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
140,118/27,1,118/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
141,118/81,1,118/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
142,119/27,1,119/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
143,121/27,1,121/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
144,121/81,1,121/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
145,122/27,1,122/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
146,122/81,1,122/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
147,124/27,1,124/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
148,124/81,1,124/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
149,125/27,1,125/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
150,127/27,1,127/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
151,128/27,1,128/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
152,128/81,1,128/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
153,128/243,1,128/243,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
154,130/27,1,130/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
155,130/81,1,130/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
156,131/27,1,131/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
157,133/27,1,133/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
158,133/81,1,133/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
159,134/27,1,134/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
160,134/81,1,134/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
161,136/27,1,136/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
162,136/81,1,136/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
163,136/243,1,136/243,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
164,137/27,1,137/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
165,137/81,1,137/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
166,139/27,1,139/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
167,140/27,1,140/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
168,140/81,1,140/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
169,140/243,1,140/243,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
170,142/27,1,142/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
171,142/81,1,142/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
172,143/27,1,143/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
173,145/27,1,145/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
174,145/81,1,145/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
175,146/27,1,146/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
176,146/81,1,146/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
177,148/27,1,148/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
178,148/81,1,148/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
179,149/27,1,149/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
180,149/81,1,149/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
181,151/27,1,151/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
182,151/81,1,151/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
183,152/27,1,152/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
184,152/81,1,152/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
185,152/243,1,152/243,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
186,154/27,1,154/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
187,154/81,1,154/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
188,155/27,1,155/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
189,157/27,1,157/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
190,157/81,1,157/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
191,158/27,1,158/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
192,158/81,1,158/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
193,160/27,1,160/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
194,160/81,1,160/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
195,160/243,1,160/243,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
196,161/27,1,161/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
197,161/81,1,161/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
198,163/27,1,163/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
199,164/27,1,164/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
200,164/81,1,164/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
201,166/27,1,166/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
202,166/81,1,166/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
203,167/27,1,167/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
204,167/81,1,167/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
205,169/27,1,169/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
206,169/81,1,169/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
207,170/81,1,170/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
208,172/27,1,172/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
209,172/81,1,172/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
210,172/243,1,172/243,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
211,173/27,1,173/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
212,173/81,1,173/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
213,175/27,1,175/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
214,175/81,1,175/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
215,176/27,1,176/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
216,176/81,1,176/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
217,176/243,1,176/243,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
218,178/81,1,178/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
219,179/27,1,179/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
220,181/27,1,181/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
221,181/81,1,181/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
222,182/81,1,182/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
223,184/27,1,184/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
224,184/81,1,184/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
225,184/243,1,184/243,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
226,185/27,1,185/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
227,185/81,1,185/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
228,187/27,1,187/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
229,187/81,1,187/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
230,188/81,1,188/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
231,188/243,1,188/243,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
232,190/81,1,190/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
233,191/27,1,191/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
234,191/81,1,191/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
235,193/27,1,193/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
236,193/81,1,193/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
237,194/81,1,194/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
238,194/243,1,194/243,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
239,196/81,1,196/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
240,197/81,1,197/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
241,199/27,1,199/27,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
242,199/81,1,199/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
243,200/81,1,200/81,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
244,200/243,1,200/243,1,mixed_fraction,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
