class_id,representative,class_size,elements,units_used,theoretical_case,notes
35,49/16,7,49/16; 49/24; 49/96; 49/144; 49/243; 49/864; 98/81,1/6; 3/2; 16/243; 32/81,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
36,49/16,11,49/16; 49/24; 49/36; 49/96; 49/144; 49/216; 49/243; 49/864; 49/1296; 49/7776; 98/81,1/6; 3/2; 9/4; 16/243; 32/81,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
37,53/24,3,53/24; 53/144; 53/864,1/6; 1/36,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
38,55/18,11,55/18; 55/27; 55/36; 55/108; 55/162; 55/216; 55/648; 55/972; 55/1296; 55/3888; 55/7776,1/2; 1/6; 1/12; 1/36; 1/72; 1/216; 1/432; 2; 3/2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
39,59/48,2,59/48; 59/288,1/6,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
40,59/54,3,59/54; 59/324; 59/1944,1/6; 1/36,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
41,61/18,4,61/18; 61/108; 61/648; 61/3888,1/6; 1/36; 1/216,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
42,61/18,12,61/18; 61/24; 61/27; 61/108; 61/144; 61/162; 61/243; 61/648; 61/864; 61/972; 61/3888; 122/81,1/6; 1/36; 1/216; 3/2; 4/3; 9/4,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
43,65/54,3,65/54; 65/324; 65/1944,1/6; 1/36,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
44,65/54,4,65/54; 65/324; 65/1944; 130/243,1/6; 1/36; 9/4,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
45,65/54,5,65/54; 65/324; 65/1944; 130/243; 260/81,1/6; 1/36; 3/8; 9/4,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
46,67/32,1,67/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
47,67/32,3,67/32; 67/48; 67/288,3/2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
48,73/24,11,73/24; 73/36; 73/72; 73/144; 73/216; 73/432; 73/864; 73/1296; 73/2592; 73/7776; 292/243,1/3; 1/6; 1/18; 1/36; 1/108; 3; 3/2; 32/81,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
49,77/24,9,77/24; 77/54; 77/72; 77/144; 77/324; 77/432; 77/864; 77/1944; 77/2592,1/3; 1/6; 1/18; 1/36; 1/108; 3; 9/4,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
50,77/24,10,77/24; 77/54; 77/72; 77/144; 77/324; 77/432; 77/864; 77/1944; 77/2592; 616/243,1/3; 1/6; 1/18; 1/36; 1/108; 3; 9/4,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
51,79/36,7,79/36; 79/72; 79/216; 79/432; 79/1296; 79/2592; 79/7776,1/2; 1/6; 1/12; 1/36; 1/72; 1/216; 2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
52,83/32,4,83/32; 83/54; 83/324; 83/1944,4/243; 8/81; 16/27,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
53,85/24,13,85/24; 85/36; 85/72; 85/144; 85/216; 85/243; 85/432; 85/864; 85/1296; 85/2592; 85/7776; 170/81; 340/243,1/3; 1/6; 1/18; 1/36; 1/108; 3; 3/2; 8/81; 16/27; 32/81,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
54,89/72,3,89/72; 89/432; 89/2592,1/6; 1/36,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
55,89/81,2,89/81; 89/486,1/6,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
56,91/27,10,91/27; 91/36; 91/72; 91/162; 91/216; 91/432; 91/972; 91/1296; 91/2592; 91/7776,1/6; 1/16; 1/36; 1/96; 3/8; 4/3,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
57,95/81,2,95/81; 95/486,1/6,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
58,97/27,6,97/27; 97/72; 97/162; 97/432; 97/972; 97/2592,1/6; 1/16; 1/36; 1/96; 3/8,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
59,97/27,8,97/27; 97/72; 97/96; 97/162; 97/243; 97/432; 97/972; 97/2592,1/6; 1/16; 1/36; 1/96; 3/8; 32/9,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
60,97/27,8,97/27; 97/72; 97/162; 97/243; 97/432; 97/972; 97/2592; 194/81,1/6; 1/16; 1/36; 1/96; 3/2; 3/8,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
61,101/72,3,101/72; 101/432; 101/2592,1/6; 1/36,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
62,103/72,3,103/72; 103/432; 103/2592,1/6; 1/36,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
63,103/72,4,103/72; 103/243; 103/432; 103/2592,1/6; 1/36; 27/8,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
64,103/72,5,103/72; 103/243; 103/432; 103/2592; 206/81,1/6; 1/36; 9/16; 27/8,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
65,107/32,1,107/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
66,107/32,3,107/32; 107/48; 107/288,3/2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
67,109/36,10,109/36; 109/72; 109/108; 109/216; 109/432; 109/648; 109/1296; 109/2592; 109/3888; 109/7776,1/2; 1/3; 1/6; 1/12; 1/18; 1/36; 1/72; 1/108; 1/216; 2; 3,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
68,113/54,7,113/54; 113/72; 113/96; 113/324; 113/432; 113/1944; 113/2592,1/6; 1/36; 4/3; 9/16,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
69,113/54,9,113/54; 113/72; 113/81; 113/96; 113/324; 113/432; 113/486; 113/1944; 113/2592,1/6; 1/36; 3/2; 4/3; 9/16,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
70,115/32,1,115/32,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
71,115/32,13,115/32; 115/36; 115/48; 115/72; 115/108; 115/216; 115/288; 115/432; 115/648; 115/1296; 115/2592; 115/3888; 115/7776,3/2; 9/4; 27/8,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
72,119/54,3,119/54; 119/324; 119/1944,1/6; 1/36,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
73,121/36,5,121/36; 121/96; 121/216; 121/1296; 121/7776,1/6; 1/36; 1/216; 3/8,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
74,124/243,1,124/243,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
75,124/243,2,124/243; 248/81,1/6,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
76,125/81,2,125/81; 125/486,1/6,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
77,125/81,3,125/81; 125/486; 250/243,1/6; 3/2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
78,127/36,8,127/36; 127/108; 127/216; 127/648; 127/1296; 127/3888; 127/7776; 508/243,1/3; 1/6; 1/18; 1/36; 1/108; 1/216; 3; 16/27,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
79,131/54,3,131/54; 131/324; 131/1944,1/6; 1/36,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
80,133/108,3,133/108; 133/648; 133/3888,1/6; 1/36,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
81,137/54,4,137/54; 137/96; 137/324; 137/1944,1/6; 1/36; 9/16,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
82,139/243,1,139/243,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
83,139/243,2,139/243; 278/81,1/6,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
84,142/243,1,142/243,1,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid.
85,142/243,2,142/243; 284/81,1/6,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
86,145/72,9,145/72; 145/96; 145/108; 145/144; 145/432; 145/648; 145/864; 145/2592; 145/3888,1/2; 1/6; 1/12; 1/36; 2; 3/2; 4/3,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
87,149/72,5,149/72; 149/144; 149/432; 149/864; 149/2592,1/2; 1/6; 1/12; 1/36; 2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
88,151/72,3,151/72; 151/432; 151/2592,1/6; 1/36,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
89,151/72,6,151/72; 151/108; 151/432; 151/648; 151/2592; 151/3888,1/6; 1/36; 3/2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
90,155/48,2,155/48; 155/288,1/6,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
91,157/72,5,157/72; 157/144; 157/432; 157/864; 157/2592,1/2; 1/6; 1/12; 1/36; 2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
92,161/72,3,161/72; 161/432; 161/2592,1/6; 1/36,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
93,163/48,2,163/48; 163/288,1/6,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
94,163/48,5,163/48; 163/72; 163/288; 163/432; 163/2592,1/6; 3/2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
95,163/48,8,163/48; 163/72; 163/108; 163/288; 163/432; 163/648; 163/2592; 163/3888,1/6; 3/2; 9/4,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
96,163/48,10,163/48; 163/72; 163/108; 163/162; 163/288; 163/432; 163/648; 163/972; 163/2592; 163/3888,1/6; 3/2; 9/4; 27/8,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
97,167/54,3,167/54; 167/324; 167/1944,1/6; 1/36,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
98,167/54,5,167/54; 167/81; 167/324; 167/486; 167/1944,1/6; 1/36; 3/2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
99,169/72,8,169/72; 169/108; 169/144; 169/432; 169/648; 169/864; 169/2592; 169/3888,1/2; 1/6; 1/12; 1/36; 2; 3/2,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
100,169/72,10,169/72; 169/108; 169/144; 169/162; 169/432; 169/648; 169/864; 169/972; 169/2592; 169/3888,1/2; 1/6; 1/12; 1/36; 2; 3/2; 9/4,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
101,173/54,9,173/54; 173/72; 173/144; 173/324; 173/432; 173/864; 173/1944; 173/2592; 346/243,1/6; 1/16; 1/36; 3/8; 4/3; 9/4,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
102,175/72,3,175/72; 175/432; 175/2592,1/6; 1/36,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
103,179/81,2,179/81; 179/486,1/6,reciprocal_integer,This is a bounded computational sample. It does not prove the complete associate-class structure of the infinite monoid. Non-singleton class: elements are associates within the sample.
